ticket_id,created_at,sla_deadline,resolved_at,priority,category,channel,customer_tier,assigned_group,num_reassignments,response_time_first,sla_breached
59,04-02-2023 10:00,05-02-2023 10:00,46:42.5,P3,billing,email,enterprise,team_c,0,18.11176826,0
60,25-07-2023 12:00,26-07-2023 12:00,57:53.4,P3,billing,phone,enterprise,team_c,0,39.03868231,0
61,22-03-2023 05:00,22-03-2023 13:00,11:15.2,P2,billing,phone,standard,team_d,2,3.915103249,0
62,19-02-2023 19:00,21-02-2023 19:00,50:00.9,P4,software,chat,standard,team_a,0,11.47475759,0
63,26-12-2023 16:00,27-12-2023 16:00,08:14.0,P3,software,portal,standard,team_a,2,14.10137815,1
64,02-01-2023 04:00,04-01-2023 04:00,39:55.1,P4,software,portal,vip,team_a,1,37.37044912,0
65,23-02-2023 16:00,23-02-2023 20:00,00:00.0,P1,hardware,phone,vip,team_d,1,103.2155922,0
66,16-04-2023 00:00,17-04-2023 00:00,28:59.0,P3,hardware,email,standard,team_b,1,26.2647486,0
67,17-09-2023 04:00,18-09-2023 04:00,07:27.2,P3,billing,phone,standard,team_a,2,28.72936901,1
68,06-11-2023 04:00,07-11-2023 04:00,07:52.3,P3,billing,phone,standard,team_d,0,21.48672416,1
69,10-07-2023 06:00,12-07-2023 06:00,43:25.3,P4,software,phone,standard,team_c,0,23.18309286,1
70,06-08-2023 15:00,06-08-2023 23:00,55:44.7,P2,network,email,standard,team_a,1,31.00100487,0
71,13-02-2023 17:00,14-02-2023 01:00,23:03.5,P2,hardware,phone,standard,team_c,0,137.7981399,0
72,11-06-2023 05:00,13-06-2023 05:00,09:44.9,P4,software,phone,enterprise,team_a,0,1.480688796,1
73,21-07-2023 01:00,22-07-2023 01:00,16:04.4,P3,software,email,standard,team_d,1,58.78344459,1
74,27-09-2023 12:00,27-09-2023 20:00,54:29.8,P2,network,phone,standard,team_a,0,131.1857522,0
75,17-12-2023 09:00,18-12-2023 09:00,07:55.8,P3,network,chat,standard,team_c,1,32.36997828,1
76,31-10-2023 20:00,01-11-2023 20:00,59:48.4,P3,billing,email,standard,team_d,0,63.14615095,0
77,28-09-2023 19:00,29-09-2023 19:00,46:12.3,P3,billing,chat,standard,team_b,0,52.8720073,0
78,03-08-2023 10:00,03-08-2023 14:00,33:41.3,P1,software,portal,enterprise,team_a,0,24.80664594,1
79,09-09-2023 20:00,10-09-2023 20:00,21:49.9,P3,network,phone,standard,team_d,0,8.869493075,0
80,09-07-2023 01:00,10-07-2023 01:00,04:53.7,P3,billing,portal,standard,team_d,1,14.87824428,0
81,23-10-2023 07:00,25-10-2023 07:00,20:44.0,P4,network,phone,standard,team_b,1,3.549668892,0
82,01-08-2023 23:00,03-08-2023 23:00,20:19.2,P4,software,chat,enterprise,team_b,0,86.82063987,1
83,27-07-2023 21:00,28-07-2023 21:00,15:25.2,P3,software,email,standard,team_c,1,45.66078876,1
84,25-08-2023 18:00,26-08-2023 18:00,28:15.4,P3,hardware,phone,vip,team_b,2,92.40410732,0
85,04-12-2023 19:00,05-12-2023 03:00,57:37.5,P2,software,chat,standard,team_c,0,20.56604009,0
86,22-02-2023 16:00,23-02-2023 16:00,43:44.1,P3,hardware,portal,vip,team_b,0,97.98454776,0
87,07-10-2023 15:00,07-10-2023 19:00,35:08.0,P1,network,phone,standard,team_d,0,22.19467673,0
88,05-08-2023 09:00,07-08-2023 09:00,49:34.7,P4,hardware,email,enterprise,team_b,0,7.76102246,0
89,09-09-2023 04:00,11-09-2023 04:00,26:41.5,P4,hardware,email,standard,team_b,0,45.78981393,0
90,07-07-2023 13:00,08-07-2023 13:00,43:01.1,P3,hardware,email,standard,team_d,1,174.3486222,0
91,10-02-2023 23:00,11-02-2023 07:00,00:41.6,P2,billing,phone,standard,team_d,2,32.10648925,0
92,06-06-2023 18:00,07-06-2023 02:00,35:55.0,P2,software,email,standard,team_d,0,43.46448345,1
93,15-01-2023 03:00,17-01-2023 03:00,19:39.5,P4,software,email,standard,team_d,0,36.0110483,0
94,28-10-2023 19:00,30-10-2023 19:00,47:59.6,P4,software,phone,standard,team_a,0,36.68682115,0
95,06-03-2023 15:00,06-03-2023 23:00,49:04.1,P2,billing,phone,standard,team_c,0,14.47503733,0
96,11-12-2023 23:00,12-12-2023 23:00,08:44.8,P3,billing,phone,standard,team_d,0,32.94097862,0
97,23-11-2023 14:00,23-11-2023 22:00,14:27.7,P2,hardware,email,standard,team_c,0,41.21809502,0
98,09-01-2023 08:00,09-01-2023 16:00,14:41.2,P2,software,email,standard,team_c,0,81.95621256,1
99,10-12-2023 02:00,10-12-2023 06:00,19:28.2,P1,billing,email,enterprise,team_c,1,9.03764188,0
100,09-05-2023 22:00,10-05-2023 22:00,20:04.2,P3,software,phone,enterprise,team_a,0,50.86382574,0
101,16-05-2023 08:00,16-05-2023 16:00,44:53.6,P2,hardware,email,enterprise,team_d,1,65.11685511,0
102,04-03-2023 17:00,04-03-2023 21:00,41:00.2,P1,network,email,standard,team_b,0,28.95301561,1
103,19-05-2023 03:00,19-05-2023 11:00,13:23.5,P2,network,chat,standard,team_d,0,47.79914813,0
104,22-03-2023 18:00,23-03-2023 18:00,17:00.7,P3,software,chat,standard,team_d,2,74.42618603,0
105,12-06-2023 23:00,13-06-2023 23:00,41:36.6,P3,hardware,email,enterprise,team_c,1,37.54066378,1
106,16-10-2023 03:00,16-10-2023 11:00,26:27.2,P2,hardware,email,standard,team_c,0,24.32948937,1
107,18-09-2023 08:00,20-09-2023 08:00,41:34.6,P4,billing,email,standard,team_c,1,104.4764922,0
108,19-08-2023 00:00,19-08-2023 08:00,44:52.9,P2,billing,email,standard,team_b,0,269.6009933,1
109,10-02-2023 00:00,11-02-2023 00:00,49:40.9,P3,hardware,portal,standard,team_b,0,14.64943449,0
110,28-01-2023 19:00,29-01-2023 03:00,05:04.0,P2,billing,portal,standard,team_b,0,132.1072619,1
111,15-05-2023 18:00,16-05-2023 02:00,20:14.4,P2,hardware,email,standard,team_a,1,47.30405178,1
112,20-07-2023 02:00,20-07-2023 06:00,00:00.0,P1,hardware,portal,standard,team_a,0,35.6440935,0
113,24-11-2023 09:00,24-11-2023 17:00,43:23.9,P2,network,email,standard,team_d,1,134.1871375,1
114,25-09-2023 11:00,27-09-2023 11:00,03:45.6,P4,network,portal,standard,team_d,1,144.7030735,1
115,02-02-2023 17:00,03-02-2023 17:00,50:34.1,P3,software,phone,standard,team_d,0,19.10140664,0
116,17-02-2023 13:00,19-02-2023 13:00,23:10.9,P4,software,phone,standard,team_a,0,26.62482034,1
117,03-03-2023 09:00,03-03-2023 17:00,23:23.1,P2,software,chat,enterprise,team_b,0,114.6018753,0
118,04-08-2023 09:00,05-08-2023 09:00,02:20.7,P3,network,email,enterprise,team_b,0,40.49775525,1
119,20-10-2023 17:00,21-10-2023 01:00,10:40.9,P2,billing,email,vip,team_c,0,20.38306016,0
120,09-04-2023 23:00,11-04-2023 23:00,17:43.0,P4,hardware,email,standard,team_b,1,196.488567,1
121,21-06-2023 00:00,23-06-2023 00:00,07:16.7,P4,billing,chat,standard,team_c,0,14.68027329,1
122,26-12-2023 14:00,28-12-2023 14:00,48:50.7,P4,billing,portal,standard,team_b,0,56.54841345,0
123,02-08-2023 07:00,02-08-2023 11:00,44:46.1,P1,hardware,portal,standard,team_d,0,33.50821079,1
124,04-02-2023 02:00,05-02-2023 02:00,26:58.1,P3,software,portal,standard,team_a,0,36.01237557,1
125,15-08-2023 17:00,15-08-2023 21:00,21:12.1,P1,network,chat,enterprise,team_a,0,6.722176391,0
126,11-04-2023 08:00,11-04-2023 12:00,12:06.7,P1,network,chat,vip,team_b,1,17.83472377,1
127,11-05-2023 15:00,11-05-2023 19:00,59:27.7,P1,hardware,portal,enterprise,team_d,0,10.96308881,1
128,14-09-2023 20:00,15-09-2023 04:00,04:23.1,P2,software,phone,enterprise,team_c,0,83.08769794,1
129,05-01-2023 14:00,06-01-2023 14:00,35:25.6,P3,billing,phone,enterprise,team_c,0,71.78893552,1
130,06-08-2023 04:00,07-08-2023 04:00,33:32.9,P3,software,email,enterprise,team_c,0,94.8230298,0
131,12-09-2023 12:00,13-09-2023 12:00,22:34.6,P3,software,phone,standard,team_a,0,72.09112504,0
132,25-12-2023 21:00,27-12-2023 21:00,20:41.2,P4,hardware,email,enterprise,team_b,0,8.266852494,1
133,10-10-2023 19:00,11-10-2023 03:00,50:01.0,P2,software,phone,standard,team_a,1,230.6393803,0
134,26-07-2023 06:00,26-07-2023 14:00,56:52.3,P2,hardware,phone,standard,team_c,0,12.53349601,1
135,15-01-2023 15:00,16-01-2023 15:00,01:08.4,P3,billing,email,standard,team_b,0,25.88849719,0
136,12-12-2023 06:00,13-12-2023 06:00,10:00.3,P3,billing,portal,standard,team_c,1,73.62983146,0
137,11-02-2023 21:00,12-02-2023 05:00,49:36.9,P2,hardware,chat,standard,team_b,2,9.080702135,0
138,28-06-2023 15:00,30-06-2023 15:00,29:41.1,P4,billing,phone,enterprise,team_a,0,11.21637899,1
139,04-03-2023 12:00,05-03-2023 12:00,05:57.2,P3,software,phone,standard,team_a,0,125.5273657,1
140,18-12-2023 16:00,19-12-2023 16:00,50:10.8,P3,network,portal,enterprise,team_d,0,24.20936916,1
141,19-08-2023 08:00,20-08-2023 08:00,37:45.1,P3,network,portal,standard,team_a,0,65.72221717,1
142,29-08-2023 11:00,30-08-2023 11:00,24:44.4,P3,billing,chat,enterprise,team_c,0,117.4327939,1
143,21-02-2023 12:00,22-02-2023 12:00,49:40.2,P3,billing,email,standard,team_b,0,217.1628356,1
144,06-04-2023 08:00,07-04-2023 08:00,16:46.3,P3,hardware,chat,standard,team_d,1,14.16504197,0
145,10-08-2023 04:00,10-08-2023 12:00,56:24.6,P2,hardware,chat,standard,team_d,1,7.869979216,0
146,19-08-2023 06:00,21-08-2023 06:00,31:14.1,P4,software,chat,standard,team_b,0,80.99472477,0
147,25-08-2023 00:00,26-08-2023 00:00,21:10.9,P3,software,portal,standard,team_a,1,12.51021139,1
148,23-05-2023 03:00,24-05-2023 03:00,17:28.8,P3,billing,email,enterprise,team_d,2,52.07721203,0
149,20-06-2023 03:00,21-06-2023 03:00,42:20.7,P3,network,email,standard,team_d,0,45.63998981,1
150,29-01-2023 15:00,30-01-2023 15:00,28:26.3,P3,network,portal,enterprise,team_d,0,49.24837498,0
151,05-02-2023 04:00,05-02-2023 12:00,59:55.2,P2,network,chat,standard,team_c,2,62.95382489,1
152,13-01-2023 21:00,15-01-2023 21:00,40:03.6,P4,hardware,email,standard,team_b,0,114.1850948,0
153,09-06-2023 03:00,11-06-2023 03:00,37:19.4,P4,hardware,portal,standard,team_b,0,19.03226251,0
154,23-11-2023 05:00,23-11-2023 09:00,43:18.9,P1,hardware,portal,enterprise,team_d,0,48.61367841,1
155,06-07-2023 22:00,07-07-2023 02:00,49:07.3,P1,network,phone,standard,team_c,0,24.63031966,0
156,31-08-2023 02:00,02-09-2023 02:00,42:55.9,P4,billing,chat,enterprise,team_c,0,23.02815065,1
157,27-03-2023 07:00,29-03-2023 07:00,45:54.0,P4,hardware,email,enterprise,team_c,0,1.237854676,0
158,11-10-2023 16:00,12-10-2023 16:00,04:33.6,P3,hardware,phone,standard,team_b,1,54.88787725,1
159,07-03-2023 17:00,08-03-2023 17:00,49:53.6,P3,software,email,standard,team_d,0,215.6262881,0
160,19-06-2023 17:00,21-06-2023 17:00,52:00.7,P4,hardware,chat,standard,team_d,0,85.94188852,1
161,14-02-2023 11:00,14-02-2023 19:00,53:31.5,P2,billing,phone,standard,team_a,0,16.6871668,0
162,03-03-2023 00:00,04-03-2023 00:00,54:05.3,P3,software,chat,standard,team_a,0,75.55323884,0
163,14-05-2023 22:00,15-05-2023 22:00,25:46.6,P3,network,email,standard,team_b,0,21.1699796,1
164,11-10-2023 11:00,13-10-2023 11:00,05:16.6,P4,billing,portal,standard,team_b,0,84.05996145,1
165,28-01-2023 10:00,28-01-2023 14:00,35:09.6,P1,hardware,portal,standard,team_b,1,115.8333116,1
166,18-04-2023 12:00,19-04-2023 12:00,59:21.8,P3,software,phone,standard,team_a,0,24.41762437,1
167,13-02-2023 02:00,14-02-2023 02:00,21:18.4,P3,billing,portal,enterprise,team_c,1,0.13135144,1
168,06-12-2023 07:00,08-12-2023 07:00,00:44.2,P4,billing,email,standard,team_c,3,21.83211433,1
169,13-10-2023 02:00,14-10-2023 02:00,18:04.9,P3,network,phone,vip,team_b,0,13.82945702,1
170,27-11-2023 16:00,29-11-2023 16:00,10:42.2,P4,software,portal,standard,team_b,1,57.83668902,1
171,08-05-2023 12:00,10-05-2023 12:00,20:08.0,P4,billing,portal,standard,team_a,0,20.55557802,1
172,14-12-2023 09:00,15-12-2023 09:00,05:29.5,P3,network,email,standard,team_d,0,2.202720758,1
173,19-08-2023 16:00,20-08-2023 00:00,05:27.0,P2,network,email,standard,team_b,0,45.47196919,0
174,09-07-2023 02:00,10-07-2023 02:00,03:41.6,P3,billing,chat,standard,team_b,1,124.6158059,1
175,13-08-2023 12:00,15-08-2023 12:00,29:00.6,P4,hardware,email,enterprise,team_c,1,36.01647244,1
176,10-10-2023 21:00,11-10-2023 01:00,51:25.5,P1,hardware,phone,enterprise,team_b,2,28.32490442,1
177,01-05-2023 05:00,02-05-2023 05:00,12:40.8,P3,billing,phone,standard,team_c,1,11.79859074,0
178,26-04-2023 13:00,26-04-2023 21:00,44:59.2,P2,hardware,phone,standard,team_b,0,29.40084753,0
179,21-08-2023 09:00,21-08-2023 13:00,33:07.1,P1,billing,chat,standard,team_a,0,24.1110059,1
180,16-09-2023 19:00,17-09-2023 19:00,03:36.0,P3,software,email,standard,team_a,0,316.9817494,1
181,25-12-2023 15:00,26-12-2023 15:00,04:27.1,P3,hardware,chat,standard,team_a,0,1.856601031,1
182,17-07-2023 17:00,18-07-2023 17:00,29:58.5,P3,software,chat,standard,team_c,1,16.37536198,1
183,17-05-2023 12:00,19-05-2023 12:00,05:07.6,P4,hardware,email,vip,team_c,2,4.265854618,1
184,14-11-2023 09:00,14-11-2023 13:00,00:00.0,P1,software,phone,standard,team_a,1,116.8704115,0
185,14-06-2023 05:00,14-06-2023 13:00,17:04.9,P2,hardware,email,enterprise,team_b,0,32.40593635,0
186,13-08-2023 09:00,15-08-2023 09:00,14:08.9,P4,network,portal,vip,team_a,1,95.45750919,1
187,03-11-2023 04:00,04-11-2023 04:00,19:21.8,P3,billing,chat,enterprise,team_a,0,70.6893557,0
188,22-08-2023 05:00,22-08-2023 13:00,04:42.9,P2,network,phone,standard,team_c,1,157.8916729,0
189,21-06-2023 06:00,23-06-2023 06:00,50:27.7,P4,billing,phone,standard,team_b,0,1.443069969,1
190,01-06-2023 10:00,03-06-2023 10:00,10:18.4,P4,network,portal,standard,team_d,1,13.94201996,1
191,11-11-2023 15:00,12-11-2023 15:00,29:59.1,P3,network,chat,standard,team_c,0,72.64631041,1
192,09-06-2023 11:00,11-06-2023 11:00,46:59.9,P4,network,phone,standard,team_a,1,52.80096886,0
193,06-04-2023 11:00,06-04-2023 19:00,27:36.4,P2,network,chat,enterprise,team_c,1,71.17981126,1
194,21-08-2023 22:00,22-08-2023 06:00,07:26.2,P2,billing,email,enterprise,team_c,0,51.40773067,1
195,29-06-2023 19:00,01-07-2023 19:00,05:22.5,P4,billing,phone,standard,team_b,2,52.19609935,0
196,23-04-2023 04:00,24-04-2023 04:00,55:24.8,P3,billing,portal,standard,team_b,0,161.8034987,0
197,14-11-2023 15:00,14-11-2023 23:00,45:01.5,P2,network,email,standard,team_d,1,152.5208058,0
198,21-02-2023 05:00,22-02-2023 05:00,10:42.0,P3,hardware,chat,standard,team_d,1,2.324242279,0
199,25-09-2023 08:00,26-09-2023 08:00,27:27.1,P3,network,email,enterprise,team_a,0,32.03220012,0
200,22-10-2023 04:00,22-10-2023 12:00,57:38.2,P2,software,portal,standard,team_b,1,42.87090604,1
201,23-04-2023 20:00,24-04-2023 20:00,30:10.1,P3,software,portal,standard,team_c,0,26.58109181,0
202,11-04-2023 22:00,12-04-2023 02:00,00:00.0,P1,software,portal,enterprise,team_d,3,3.049714861,0
203,23-04-2023 15:00,24-04-2023 15:00,14:34.2,P3,billing,phone,standard,team_b,1,38.35345099,1
204,22-03-2023 17:00,23-03-2023 17:00,03:45.8,P3,hardware,portal,vip,team_c,0,223.0277988,1
205,06-07-2023 18:00,07-07-2023 02:00,27:09.7,P2,billing,chat,standard,team_a,0,4.497074708,1
206,23-04-2023 11:00,23-04-2023 19:00,19:26.8,P2,hardware,email,enterprise,team_b,0,101.7908062,1
207,02-01-2023 01:00,04-01-2023 01:00,38:58.9,P4,network,phone,standard,team_c,1,13.0634385,0
208,10-05-2023 09:00,11-05-2023 09:00,47:51.6,P3,billing,portal,standard,team_c,1,51.59390702,0
209,08-08-2023 11:00,09-08-2023 11:00,04:40.7,P3,network,portal,enterprise,team_a,0,29.36642593,0
210,23-02-2023 13:00,23-02-2023 21:00,54:39.1,P2,hardware,chat,enterprise,team_c,0,25.75549909,1
211,09-12-2023 17:00,10-12-2023 17:00,31:08.4,P3,hardware,portal,standard,team_d,1,122.6044481,0
212,12-08-2023 18:00,13-08-2023 18:00,22:21.9,P3,hardware,chat,standard,team_b,1,217.7794948,1
213,13-08-2023 05:00,13-08-2023 13:00,07:39.4,P2,software,email,standard,team_b,1,29.33084731,0
214,06-05-2023 04:00,07-05-2023 04:00,25:40.7,P3,network,email,standard,team_c,0,61.37301585,0
215,10-05-2023 15:00,11-05-2023 15:00,20:25.0,P3,billing,portal,standard,team_c,1,48.77178115,1
216,22-02-2023 13:00,23-02-2023 13:00,55:13.6,P3,hardware,chat,enterprise,team_d,1,4.802466581,0
217,21-06-2023 12:00,21-06-2023 20:00,10:51.2,P2,billing,portal,standard,team_c,0,2.521919305,0
218,06-08-2023 20:00,07-08-2023 04:00,24:49.8,P2,software,chat,enterprise,team_d,0,89.07544086,0
219,09-06-2023 01:00,11-06-2023 01:00,34:47.6,P4,network,email,standard,team_b,0,30.1054374,1
220,17-07-2023 01:00,19-07-2023 01:00,37:11.5,P4,billing,email,standard,team_d,0,22.05324683,1
221,04-09-2023 11:00,05-09-2023 11:00,33:23.6,P3,network,phone,standard,team_a,0,254.3598601,0
222,20-11-2023 00:00,22-11-2023 00:00,32:54.3,P4,network,chat,standard,team_b,0,5.34495657,1
223,22-07-2023 18:00,23-07-2023 18:00,17:42.2,P3,hardware,chat,enterprise,team_b,1,18.80564359,0
224,03-07-2023 15:00,03-07-2023 23:00,57:24.6,P2,network,email,enterprise,team_c,0,116.6114823,1
225,03-05-2023 06:00,03-05-2023 14:00,21:50.0,P2,hardware,email,standard,team_c,0,32.16847852,1
226,12-09-2023 20:00,13-09-2023 20:00,58:39.6,P3,hardware,phone,standard,team_b,1,52.65985095,0
227,21-10-2023 06:00,22-10-2023 06:00,15:17.7,P3,network,email,standard,team_d,1,2.975506103,1
228,07-10-2023 15:00,08-10-2023 15:00,06:31.9,P3,billing,chat,standard,team_b,1,151.763047,0
229,21-11-2023 05:00,23-11-2023 05:00,39:39.2,P4,software,phone,enterprise,team_a,0,8.834784852,0
230,08-04-2023 17:00,10-04-2023 17:00,41:49.2,P4,network,portal,standard,team_b,0,14.39953909,1
231,17-07-2023 00:00,19-07-2023 00:00,22:48.8,P4,billing,portal,standard,team_b,1,10.23279678,0
232,28-08-2023 00:00,30-08-2023 00:00,36:35.8,P4,network,portal,standard,team_a,1,41.28964389,0
233,24-05-2023 13:00,26-05-2023 13:00,19:43.8,P4,hardware,phone,standard,team_b,0,101.8482557,1
234,07-04-2023 05:00,08-04-2023 05:00,08:18.2,P3,software,phone,enterprise,team_c,0,18.63025744,1
235,20-07-2023 05:00,20-07-2023 13:00,10:49.2,P2,network,chat,enterprise,team_d,1,9.211483434,1
236,04-05-2023 03:00,05-05-2023 03:00,20:19.5,P3,hardware,phone,enterprise,team_d,0,31.64999561,0
237,06-07-2023 11:00,07-07-2023 11:00,08:35.9,P3,hardware,portal,standard,team_c,0,239.9041654,1
238,22-11-2023 17:00,23-11-2023 17:00,31:49.5,P3,hardware,phone,standard,team_a,1,0.667180433,1
239,15-12-2023 09:00,17-12-2023 09:00,40:58.0,P4,hardware,portal,standard,team_a,0,42.0705135,0
240,16-09-2023 02:00,18-09-2023 02:00,54:39.9,P4,software,chat,standard,team_b,0,66.40498115,1
241,28-05-2023 02:00,29-05-2023 02:00,19:35.0,P3,hardware,email,standard,team_a,0,98.61715625,1
242,09-09-2023 07:00,10-09-2023 07:00,24:51.1,P3,software,email,standard,team_b,1,82.27035529,1
243,12-12-2023 21:00,14-12-2023 21:00,55:51.8,P4,hardware,chat,standard,team_d,1,4.640578097,0
244,27-05-2023 22:00,28-05-2023 02:00,12:23.0,P1,hardware,chat,standard,team_a,1,37.17935636,1
245,28-05-2023 00:00,28-05-2023 08:00,01:39.9,P2,network,email,standard,team_b,0,4.921402736,1
246,18-12-2023 17:00,20-12-2023 17:00,51:05.7,P4,network,portal,standard,team_b,0,58.032202,0
247,18-07-2023 14:00,20-07-2023 14:00,00:37.7,P4,software,phone,standard,team_c,0,4.80961357,0
